Month;Hyodyke_new;Point figure;Annual change (%);Monthly change (%);Annual impact (%-units);Monthly impact (%-units);Date
2021M10;11 RESTAURANTS AND HOTELS;129,18;2,77;0,41;NA;NA;2021-10-01
2021M10;12 MISCELLANEOUS GOODS AND SERVICES;111,24;-1,08;0,28;NA;NA;2021-10-01
2021M11;0 CONSUMER PRICE INDEX;117,03;3,69;0,44;NA;NA;2021-11-01
2021M11;01 FOOD AND NON-ALCOHOLIC BEVERAGES;120,64;1,54;0,57;NA;NA;2021-11-01
2021M11;02 ALCOHOLIC BEVERAGES, TOBACCO;144,98;4,30;0,18;NA;NA;2021-11-01
2021M11;03 CLOTHING AND FOOTWEAR;99,36;-1,26;0,46;NA;NA;2021-11-01
2021M11;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;123,56;5,42;0,04;NA;NA;2021-11-01
2021M11;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,06;0,34;0,23;NA;NA;2021-11-01
2021M11;06 HEALTH;120,27;0,11;-0,14;NA;NA;2021-11-01
2021M11;07 TRANSPORT;120,63;11,58;1,51;NA;NA;2021-11-01
2021M11;08 COMMUNICATION;85,39;3,89;1,25;NA;NA;2021-11-01
2021M11;09 RECREATION AND CULTURE;99,93;1,43;0,40;NA;NA;2021-11-01
2021M11;10 EDUCATION;123,70;0,26;0,00;NA;NA;2021-11-01
2021M11;11 RESTAURANTS AND HOTELS;130,01;2,82;0,64;NA;NA;2021-11-01
2021M11;12 MISCELLANEOUS GOODS AND SERVICES;111,44;-1,06;0,17;NA;NA;2021-11-01
2021M12;0 CONSUMER PRICE INDEX;116,95;3,47;-0,06;NA;NA;2021-12-01
2021M12;01 FOOD AND NON-ALCOHOLIC BEVERAGES;120,30;1,65;-0,28;NA;NA;2021-12-01
2021M12;02 ALCOHOLIC BEVERAGES, TOBACCO;144,87;4,21;-0,07;NA;NA;2021-12-01
2021M12;03 CLOTHING AND FOOTWEAR;98,90;0,00;-0,46;NA;NA;2021-12-01
2021M12;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;123,36;5,19;-0,16;NA;NA;2021-12-01
2021M12;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,46;1,88;0,38;NA;NA;2021-12-01
2021M12;06 HEALTH;120,27;0,31;0,00;NA;NA;2021-12-01
2021M12;07 TRANSPORT;119,89;8,53;-0,61;NA;NA;2021-12-01
2021M12;08 COMMUNICATION;85,63;4,31;0,28;NA;NA;2021-12-01
2021M12;09 RECREATION AND CULTURE;100,50;1,92;0,57;NA;NA;2021-12-01
2021M12;10 EDUCATION;123,70;0,26;0,00;NA;NA;2021-12-01
2021M12;11 RESTAURANTS AND HOTELS;130,39;2,84;0,29;NA;NA;2021-12-01
2021M12;12 MISCELLANEOUS GOODS AND SERVICES;111,62;-0,94;0,16;NA;NA;2021-12-01
2022M01;0 CONSUMER PRICE INDEX;118,36;4,36;1,20;NA;NA;2022-01-01
2022M01;01 FOOD AND NON-ALCOHOLIC BEVERAGES;122,83;3,20;2,10;NA;NA;2022-01-01
2022M01;02 ALCOHOLIC BEVERAGES, TOBACCO;145,90;2,58;0,71;NA;NA;2022-01-01
2022M01;03 CLOTHING AND FOOTWEAR;96,37;-0,41;-2,55;NA;NA;2022-01-01
2022M01;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;126,47;7,52;2,52;NA;NA;2022-01-01
2022M01;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,13;2,79;0,63;NA;NA;2022-01-01
2022M01;06 HEALTH;120,13;0,30;-0,11;NA;NA;2022-01-01
2022M01;07 TRANSPORT;121,24;8,56;1,12;NA;NA;2022-01-01
2022M01;08 COMMUNICATION;85,32;5,29;-0,36;NA;NA;2022-01-01
2022M01;09 RECREATION AND CULTURE;100,97;2,51;0,46;NA;NA;2022-01-01
2022M01;10 EDUCATION;123,84;0,71;0,11;NA;NA;2022-01-01
2022M01;11 RESTAURANTS AND HOTELS;131,42;3,22;0,78;NA;NA;2022-01-01
2022M01;12 MISCELLANEOUS GOODS AND SERVICES;112,52;-0,70;0,80;NA;NA;2022-01-01
